#                        id   b      mag     nPix_g     nPix_s       sky    skyErr_s   skyStdErr_s    magErr_r    magErr_s    magErr_t    delMag_p    delMag_m
NGVSJ12:26:48.49+12:23:59.6   U   20.383      19789     100982     0.164   2.022e-02     1.011e-02   1.473e-02   2.198e-04   3.352e-02   3.048e-02   3.136e-02
NGVSJ12:26:48.49+12:23:59.6   G   19.521      19789     100982     1.598   4.325e-02     2.163e-02   5.111e-03   2.125e-04   3.113e-02   2.949e-02   3.031e-02
NGVSJ12:26:48.49+12:23:59.6   R   19.061      16353      96693     1.564   3.325e-02     1.662e-02   4.687e-03   9.720e-05   1.429e-02   1.236e-02   1.250e-02
NGVSJ12:26:48.49+12:23:59.6   I   18.795      13525      91717     2.309   4.334e-02     2.167e-02   7.334e-03   9.019e-05   1.220e-02   1.044e-02   1.054e-02
NGVSJ12:26:48.49+12:23:59.6   Z   18.658      19789     125583    31.350   2.504e-01     1.252e-01   2.075e-02   5.555e-04   7.837e-02   7.546e-02   8.110e-02
NGVSJ12:26:49.16+12:18:38.1   U   27.938         17     277973    -0.400   2.750e-02     1.375e-02   3.674e-01   9.212e-03   4.218e-01   3.733e-02   3.866e-02
NGVSJ12:26:49.16+12:18:38.1   G   21.690      27459     254947    -0.180   3.190e-02     1.595e-02   3.654e-02   1.361e-03   2.267e-01   2.049e-01   2.528e-01
NGVSJ12:26:49.16+12:18:38.1   R   21.449      10571     253439    -0.180   4.936e-02     2.468e-02   2.802e-02   1.046e-03   1.096e-01   1.026e-01   1.133e-01
NGVSJ12:26:49.16+12:18:38.1   I   20.970      12791     264392    -0.231   7.971e-02     3.985e-02   4.407e-02   1.196e-03   1.363e-01   1.275e-01   1.444e-01
NGVSJ12:26:49.16+12:18:38.1   Z   22.438       4931     262614     6.450   1.842e-01     9.212e-02   2.743e-01   6.633e-03   4.670e-01   3.876e-01   6.084e-01
NGVSJ12:26:49.59+12:10:43.0   U   21.665       2835      95214     0.287   3.428e-02     1.714e-02   1.751e-02   4.593e-04   3.383e-02   2.418e-02   2.473e-02
NGVSJ12:26:49.59+12:10:43.0   G   20.404       6147      93350     1.230   2.848e-02     1.424e-02   6.446e-03   1.759e-04   1.900e-02   1.370e-02   1.388e-02
NGVSJ12:26:49.59+12:10:43.0   R   19.816      17743      94022     0.921   3.318e-02     1.659e-02   9.880e-03   2.025e-04   2.876e-02   2.665e-02   2.732e-02
NGVSJ12:26:49.59+12:10:43.0   I   19.647       6147      93228     1.944   3.536e-02     1.768e-02   1.098e-02   1.087e-04   1.256e-02   8.490e-03   8.557e-03
NGVSJ12:26:49.59+12:10:43.0   Z   19.634       5127      93335    15.980   3.824e-01     1.912e-01   2.680e-02   1.061e-03   7.652e-02   7.343e-02   7.876e-02
NGVSJ12:26:50.74+11:33:27.5   U   15.631     987581    1918724     0.230   2.279e-02     1.140e-02   1.272e-03   2.199e-05   2.190e-02   2.163e-02   2.207e-02
NGVSJ12:26:50.74+11:33:27.5   G   15.037    1194967    1720744     0.068   2.009e-02     1.004e-02   6.820e-04   1.233e-05   1.353e-02   1.340e-02   1.357e-02
NGVSJ12:26:50.74+11:33:27.5   R   14.771    1194967    1707945    -0.229   7.757e-03     3.879e-03   8.199e-04   3.728e-06   4.191e-03   4.068e-03   4.083e-03
NGVSJ12:26:50.74+11:33:27.5   I   14.569     987581    1864719     2.827   8.227e-02     4.114e-02   1.346e-03   2.984e-05   2.967e-02   2.926e-02   3.007e-02
NGVSJ12:26:50.74+11:33:27.5   Z   14.022    1445905    1926213    27.704   3.546e-01     1.773e-01   2.701e-03   9.403e-05   1.131e-01   1.076e-01   1.194e-01
NGVSJ12:26:50.83+13:10:36.9   U   15.901     226795    1683799     0.541   4.138e-02     2.069e-02   8.591e-04   2.453e-05   1.180e-02   1.162e-02   1.175e-02
NGVSJ12:26:50.83+13:10:36.9   G   15.402     274453    1615332     1.126   3.902e-02     1.951e-02   4.979e-04   1.607e-05   8.520e-03   8.387e-03   8.452e-03
NGVSJ12:26:50.83+13:10:36.9   R   15.149     226795    1616813     0.954   6.004e-02     3.002e-02   5.439e-04   1.781e-05   8.559e-03   8.446e-03   8.513e-03
NGVSJ12:26:50.83+13:10:36.9   I   15.007     226795    1661132     2.234   1.136e-01     5.679e-02   1.102e-03   2.956e-05   1.412e-02   1.398e-02   1.417e-02
NGVSJ12:26:50.83+13:10:36.9   Z   14.767     274453    1671032     3.995   1.003e-01     5.017e-02   1.621e-03   2.302e-05   1.210e-02   1.200e-02   1.213e-02
NGVSJ12:26:51.99+12:39:08.2   U   21.613      23709      38264     0.291   1.731e-02     8.657e-03   4.279e-02   6.394e-04   1.011e-01   9.424e-02   1.032e-01
NGVSJ12:26:51.99+12:39:08.2   G   20.520      23709      36833     0.538   3.482e-02     1.741e-02   1.376e-02   4.698e-04   7.365e-02   7.004e-02   7.487e-02
NGVSJ12:26:51.99+12:39:08.2   R   20.028      23709      36726     0.780   4.814e-02     2.407e-02   1.362e-02   4.129e-04   6.453e-02   6.179e-02   6.552e-02
NGVSJ12:26:51.99+12:39:08.2   I   19.842      16483      37903     3.080   1.501e-01     7.506e-02   2.272e-02   9.046e-04   1.166e-01   1.103e-01   1.228e-01
NGVSJ12:26:51.99+12:39:08.2   Z   20.617       5497      38565     4.335   2.623e-01     1.311e-01   4.378e-02   1.863e-03   1.389e-01   1.300e-01   1.478e-01
NGVSJ12:26:54.36+11:39:50.2   U   15.075     698799    4770939     0.161   3.042e-02     1.521e-02   6.150e-04   1.479e-05   1.242e-02   1.230e-02   1.244e-02
NGVSJ12:26:54.36+11:39:50.2   G   13.940     807045    4407449     0.252   4.877e-02     2.439e-02   1.993e-04   8.960e-06   8.077e-03   8.020e-03   8.079e-03
NGVSJ12:26:54.36+11:39:50.2   R   13.401     807045    4123167     0.035   7.037e-02     3.519e-02   1.864e-04   7.869e-06   7.089e-03   7.047e-03   7.093e-03
NGVSJ12:26:54.36+11:39:50.2   I   13.143     698799    4412238     2.356   9.895e-02     4.948e-02   2.977e-04   8.119e-06   6.803e-03   6.766e-03   6.808e-03
NGVSJ12:26:54.36+11:39:50.2   Z   13.045     488267    4913385    23.160   3.156e-01     1.578e-01   6.154e-04   1.978e-05   1.383e-02   1.373e-02   1.391e-02
NGVSJ12:26:55.15+12:43:13.6   U   22.484       5711     105047     0.321   7.303e-03     3.652e-03   4.714e-02   2.952e-04   4.074e-02   2.208e-02   2.254e-02
NGVSJ12:26:55.15+12:43:13.6   G   21.303      24551     102956     0.598   1.061e-02     5.304e-03   3.094e-02   2.996e-04   5.095e-02   4.596e-02   4.799e-02
NGVSJ12:26:55.15+12:43:13.6   R   20.920      17053     103829     0.895   3.293e-02     1.646e-02   2.842e-02   5.447e-04   7.304e-02   6.890e-02   7.357e-02
NGVSJ12:26:55.15+12:43:13.6   I   20.803      11847     105685     3.258   9.703e-02     4.851e-02   4.916e-02   1.201e-03   1.317e-01   1.234e-01   1.393e-01
NGVSJ12:26:55.15+12:43:13.6   Z   20.965       5711     104718     2.450   2.844e-02     1.422e-02   7.209e-02   2.837e-04   2.732e-02   2.123e-02   2.166e-02
NGVSJ12:26:55.63+12:51:33.6   U   21.544      17981      82317     0.492   7.873e-03     3.937e-03   3.149e-02   2.376e-04   3.878e-02   3.140e-02   3.234e-02
NGVSJ12:26:55.63+12:51:33.6   G   20.640      37257      78402     1.389   3.049e-02     1.524e-02   2.006e-02   5.760e-04   1.121e-01   1.059e-01   1.173e-01
NGVSJ12:26:55.63+12:51:33.6   R   20.249      37257      77761     2.121   7.693e-02     3.847e-02   2.132e-02   1.014e-03   1.961e-01   1.799e-01   2.158e-01
NGVSJ12:26:55.63+12:51:33.6   I   20.451       2909      81508     5.189   1.209e-01     6.045e-02   1.696e-02   5.363e-04   3.186e-02   2.854e-02   2.932e-02
NGVSJ12:26:55.63+12:51:33.6   Z   21.953        329      83565     4.636   1.561e-01     7.806e-02   3.725e-02   9.289e-04   3.156e-02   1.672e-02   1.698e-02
NGVSJ12:26:55.95+12:59:40.0   U   20.619     103645     287281     0.300   1.004e-02     5.018e-03   3.093e-02   3.102e-04   1.009e-01   9.553e-02   1.048e-01
NGVSJ12:26:55.95+12:59:40.0   G   19.331     268831     275323     0.240   3.776e-02     1.888e-02   1.319e-02   5.739e-04   2.977e-01   2.630e-01   3.477e-01
NGVSJ12:26:55.95+12:59:40.0   R   18.626     183595     276662     0.610   3.043e-02     1.521e-02   8.467e-03   1.997e-04   8.575e-02   8.235e-02   8.911e-02
NGVSJ12:26:55.95+12:59:40.0   I   18.729     151713     284784     0.630   6.032e-02     3.016e-02   2.082e-02   3.956e-04   1.542e-01   1.441e-01   1.662e-01
NGVSJ12:26:55.95+12:59:40.0   Z   18.743     103645     288417     5.400   1.419e-01     7.094e-02   2.912e-02   7.791e-04   2.509e-01   2.257e-01   2.852e-01
NGVSJ12:26:56.47+12:57:43.3   U   19.407     159335     370437     0.770   1.121e-02     5.606e-03   1.490e-02   1.407e-04   5.677e-02   5.476e-02   5.767e-02
NGVSJ12:26:56.47+12:57:43.3   G   18.569      89965     370434     1.400   1.122e-02     5.612e-03   4.528e-03   4.892e-05   1.571e-02   1.458e-02   1.477e-02
NGVSJ12:26:56.47+12:57:43.3   R   18.079      74365     370435     1.780   3.027e-02     1.513e-02   4.003e-03   7.638e-05   2.131e-02   2.063e-02   2.103e-02
NGVSJ12:26:56.47+12:57:43.3   I   17.816      61437     370414     4.670   1.309e-02     6.545e-03   6.722e-03   2.356e-05   7.063e-03   5.825e-03   5.856e-03
NGVSJ12:26:56.47+12:57:43.3   Z   17.593      74365     370412     5.100   7.930e-02     3.965e-02   1.014e-02   1.279e-04   3.506e-02   3.433e-02   3.545e-02
NGVSJ12:26:56.67+11:36:12.6   U   24.110        465      34946     0.157   4.826e-02     2.413e-02   6.395e-02   2.489e-03   8.986e-02   5.239e-02   5.505e-02
NGVSJ12:26:56.67+11:36:12.6   G   22.312       5987      32565     0.100   1.259e-02     6.294e-03   3.687e-02   4.447e-04   4.664e-02   3.387e-02   3.496e-02
NGVSJ12:26:56.67+11:36:12.6   R   22.122        973      32462    -0.287   7.877e-02     3.939e-02   1.928e-02   9.417e-04   4.117e-02   2.898e-02   2.978e-02
NGVSJ12:26:56.67+11:36:12.6   I   22.268        673      33596     2.645   8.443e-02     4.222e-02   4.036e-02   9.603e-04   3.966e-02   2.463e-02   2.520e-02
NGVSJ12:26:56.67+11:36:12.6   Z   23.365        159      34722    26.100   6.128e-01     3.064e-01   1.444e-01   9.304e-03   1.280e-01   1.114e-01   1.242e-01
NGVSJ12:26:57.65+12:25:16.2   U   21.641       3527     110021     0.358   2.741e-02     1.370e-02   1.992e-02   4.006e-04   3.317e-02   2.353e-02   2.405e-02
NGVSJ12:26:57.65+12:25:16.2   G   19.942      34793     120421     1.546   1.090e-02     5.448e-03   9.913e-03   1.046e-04   2.219e-02   1.934e-02   1.969e-02
NGVSJ12:26:57.65+12:25:16.2   R   19.379      42101     121417     1.477   4.979e-02     2.490e-02   1.004e-02   3.130e-04   6.474e-02   6.240e-02   6.621e-02
NGVSJ12:26:57.65+12:25:16.2   I   19.040      34793     126751     1.937   1.372e-02     6.860e-03   1.465e-02   5.739e-05   1.278e-02   1.065e-02   1.076e-02
NGVSJ12:26:57.65+12:25:16.2   Z   19.166      13401     139871    31.100   3.215e-01     1.607e-01   2.726e-02   9.372e-04   1.087e-01   1.034e-01   1.143e-01
NGVSJ12:26:58.93+12:33:13.5   U   23.405       7667      60526     0.331   3.346e-02     1.673e-02   1.209e-01   3.660e-03   3.247e-01   2.808e-01   3.798e-01
NGVSJ12:26:58.93+12:33:13.5   G   21.253      29103      60526     0.570   3.023e-02     1.511e-02   2.926e-02   8.877e-04   1.527e-01   1.418e-01   1.631e-01
NGVSJ12:26:58.93+12:33:13.5   R   21.010      19883      60526     0.560   4.958e-02     2.479e-02   3.006e-02   9.621e-04   1.368e-01   1.278e-01   1.449e-01
NGVSJ12:26:58.93+12:33:13.5   I   20.818      29103      60526     4.000   4.031e-02     2.016e-02   7.296e-02   7.930e-04   1.362e-01   1.275e-01   1.445e-01
NGVSJ12:26:58.93+12:33:13.5   Z   19.388      62375      60526     6.070   2.231e-01     1.116e-01   4.610e-02   1.722e-03   4.300e-01   3.622e-01   5.474e-01
NGVSJ12:26:59.05+12:30:20.5   U   17.821     226567     288132     0.430   7.792e-02     3.896e-02   4.389e-03   2.706e-04   1.289e-01   1.217e-01   1.371e-01
NGVSJ12:26:59.05+12:30:20.5   G   16.854     187257     288132     0.600   5.633e-02     2.817e-02   1.518e-03   7.299e-05   3.169e-02   3.114e-02   3.205e-02
NGVSJ12:26:59.05+12:30:20.5   R   16.181     274133     288132     0.500   4.824e-02     2.412e-02   1.439e-03   4.069e-05   2.139e-02   2.110e-02   2.152e-02
NGVSJ12:26:59.05+12:30:20.5   I   15.994     226567     288128     4.400   6.494e-02     3.247e-02   2.552e-03   4.192e-05   2.003e-02   1.977e-02   2.014e-02
NGVSJ12:26:59.05+12:30:20.5   Z   15.785     226567     288131     6.200   1.609e-01     8.044e-02   3.299e-03   8.567e-05   4.081e-02   4.003e-02   4.156e-02
NGVSJ12:27:02.60+12:34:47.1   U   19.649     169003      61860     0.223   1.302e-02     6.512e-03   1.784e-02   2.104e-04   8.698e-02   8.322e-02   9.013e-02
NGVSJ12:27:02.60+12:34:47.1   G   18.811     115399      61860     0.620   3.299e-02     1.649e-02   6.169e-03   2.035e-04   6.941e-02   6.702e-02   7.143e-02
NGVSJ12:27:02.60+12:34:47.1   R   18.130     169003      61858     0.710   2.308e-02     1.154e-02   6.195e-03   9.203e-05   3.811e-02   3.719e-02   3.851e-02
NGVSJ12:27:02.60+12:34:47.1   I   17.762     169003      61848     3.495   1.100e-01     5.498e-02   1.054e-02   3.124e-04   1.285e-01   1.214e-01   1.367e-01
NGVSJ12:27:02.60+12:34:47.1   Z   17.620     204477      61858     5.508   6.165e-02     3.082e-02   1.640e-02   1.690e-04   7.651e-02   7.386e-02   7.925e-02
NGVSJ12:27:03.08+12:33:38.8   U   16.313     207183    5302483     0.293   1.686e-02     8.431e-03   9.353e-04   1.396e-05   6.659e-03   6.337e-03   6.374e-03
NGVSJ12:27:03.08+12:33:38.8   G   15.044     868207    5118464     0.485   5.767e-02     2.884e-02   5.321e-04   3.038e-05   2.833e-02   2.794e-02   2.868e-02
NGVSJ12:27:03.08+12:33:38.8   R   14.450     868207    5144525     0.500   4.745e-02     2.373e-02   4.794e-04   1.446e-05   1.350e-02   1.339e-02   1.356e-02
NGVSJ12:27:03.08+12:33:38.8   I   14.214     717539    5244235     3.600   1.500e-01     7.500e-02   8.333e-04   3.344e-05   2.834e-02   2.797e-02   2.870e-02
NGVSJ12:27:03.08+12:33:38.8   Z   14.099     311417    5351372     5.870   2.525e-01     1.262e-01   7.966e-04   3.335e-05   1.863e-02   1.846e-02   1.877e-02
NGVSJ12:27:03.76+11:31:51.0   U   22.948       2307      87277     0.233   1.248e-02     6.238e-03   5.382e-02   4.915e-04   4.835e-02   2.335e-02   2.387e-02
NGVSJ12:27:03.76+11:31:51.0   G   21.152      20527      60690    -0.007   6.621e-02     3.310e-02   2.433e-02   1.488e-03   2.140e-01   1.946e-01   2.373e-01
NGVSJ12:27:03.76+11:31:51.0   R   20.905      14265      65191    -0.370   1.711e-02     8.554e-03   2.474e-02   2.553e-04   3.465e-02   3.007e-02   3.093e-02
NGVSJ12:27:03.76+11:31:51.0   I   20.740      14265      84626     2.290   6.224e-02     3.112e-02   4.740e-02   7.978e-04   9.650e-02   9.133e-02   9.973e-02
NGVSJ12:27:03.76+11:31:51.0   Z   19.924      14265      87200    27.870   8.832e-02     4.416e-02   6.459e-02   5.339e-04   6.463e-02   6.197e-02   6.572e-02
NGVSJ12:27:03.81+12:51:59.2   U   19.299      47795      88306     0.346   4.177e-02     2.089e-02   6.546e-03   2.600e-04   5.737e-02   5.539e-02   5.837e-02
NGVSJ12:27:03.81+12:51:59.2   G   18.249      39509      88306     1.100   4.960e-02     2.480e-02   2.356e-03   1.067e-04   2.175e-02   2.100e-02   2.141e-02
NGVSJ12:27:03.81+12:51:59.2   R   17.572      57859      88306     1.500   5.307e-02     2.654e-02   2.311e-03   7.405e-05   1.816e-02   1.767e-02   1.796e-02
NGVSJ12:27:03.81+12:51:59.2   I   17.372      39509      88306     4.900   1.799e-01     8.994e-02   3.736e-03   1.725e-04   3.444e-02   3.376e-02   3.485e-02
NGVSJ12:27:03.81+12:51:59.2   Z   17.188      47795      88306     3.800   2.493e-01     1.247e-01   5.651e-03   2.220e-04   4.863e-02   4.748e-02   4.965e-02
NGVSJ12:27:06.07+13:19:25.3   U   18.919     155161     278506     0.174   1.430e-02     7.152e-03   8.903e-03   1.130e-04   4.501e-02   4.363e-02   4.546e-02
NGVSJ12:27:06.07+13:19:25.3   G   17.991     187745     278502     1.150   2.265e-02     1.132e-02   3.727e-03   8.373e-05   3.654e-02   3.569e-02   3.690e-02
NGVSJ12:27:06.07+13:19:25.3   R   17.473     155161     278504     0.850   3.411e-02     1.705e-02   3.231e-03   7.114e-05   2.823e-02   2.767e-02   2.839e-02
NGVSJ12:27:06.07+13:19:25.3   I   17.287     155161     278503     1.500   4.809e-02     2.405e-02   6.258e-03   8.452e-05   3.344e-02   3.279e-02   3.381e-02
NGVSJ12:27:06.07+13:19:25.3   Z   17.151      87571     278506     2.969   1.071e-01     5.357e-02   6.674e-03   1.248e-04   3.705e-02   3.632e-02   3.758e-02
NGVSJ12:27:08.42+13:20:08.7   U   17.423     511583     835520     0.138   1.040e-02     5.200e-03   4.218e-03   3.762e-05   2.711e-02   2.658e-02   2.725e-02
NGVSJ12:27:08.42+13:20:08.7   G   16.321     511583     835519     1.089   9.613e-03     4.807e-03   1.367e-03   1.260e-05   9.231e-03   8.976e-03   9.051e-03
NGVSJ12:27:08.42+13:20:08.7   R   15.762     511583     874031     0.695   9.761e-03     4.880e-03   1.271e-03   7.646e-06   5.682e-03   5.455e-03   5.483e-03
NGVSJ12:27:08.42+13:20:08.7   I   15.602     238669     935356     1.328   3.478e-02     1.739e-02   1.725e-03   1.606e-05   7.975e-03   7.817e-03   7.874e-03
NGVSJ12:27:08.42+13:20:08.7   Z   15.599     124787     864021     3.043   9.359e-02     4.679e-02   2.071e-03   3.116e-05   1.110e-02   1.095e-02   1.106e-02
NGVSJ12:27:10.65+12:46:03.6   U   22.153      13815      18357     0.475   6.502e-02     3.251e-02   5.945e-02   3.014e-03   3.555e-01   3.066e-01   4.288e-01
NGVSJ12:27:10.65+12:46:03.6   G   21.817       5319      18357     1.081   6.238e-02     3.119e-02   2.697e-02   1.317e-03   9.924e-02   9.201e-02   1.005e-01
NGVSJ12:27:10.65+12:46:03.6   R   21.323       4405      18357     1.630   3.254e-02     1.627e-02   2.239e-02   3.966e-04   3.304e-02   2.601e-02   2.664e-02
NGVSJ12:27:10.65+12:46:03.6   I   21.089       4405      18357     5.150   1.002e-01     5.008e-02   4.474e-02   9.840e-04   6.772e-02   6.342e-02   6.736e-02
NGVSJ12:27:10.65+12:46:03.6   Z   20.735       2995      18357     5.000   4.427e-01     2.214e-01   4.421e-02   2.588e-03   1.425e-01   1.331e-01   1.518e-01
NGVSJ12:27:11.20+12:06:52.3   U   18.843      84041     394202     0.506   1.201e-02     6.005e-03   8.000e-03   6.512e-05   1.992e-02   1.872e-02   1.904e-02
NGVSJ12:27:11.20+12:06:52.3   G   17.868     123085     382889     1.342   1.526e-02     7.632e-03   3.087e-03   4.080e-05   1.488e-02   1.422e-02   1.441e-02
NGVSJ12:27:11.20+12:06:52.3   R   17.364     101717     413486     1.067   1.194e-02     5.971e-03   2.794e-03   1.824e-05   6.652e-03   5.802e-03   5.833e-03
NGVSJ12:27:11.20+12:06:52.3   I   17.008     101717     413876     2.055   6.377e-02     3.189e-02   4.299e-03   7.018e-05   2.255e-02   2.216e-02   2.262e-02
NGVSJ12:27:11.20+12:06:52.3   Z   17.310      69447     417844    14.147   1.899e-01     9.497e-02   1.339e-02   2.281e-04   6.020e-02   5.851e-02   6.184e-02
NGVSJ12:27:11.24+12:02:17.4   U   18.786      38513     303203     0.413   3.154e-02     1.577e-02   5.371e-03   1.099e-04   2.243e-02   2.135e-02   2.178e-02
NGVSJ12:27:11.24+12:02:17.4   G   17.650      82583     348711     1.170   4.395e-02     2.198e-02   2.141e-03   7.872e-05   2.292e-02   2.239e-02   2.286e-02
NGVSJ12:27:11.24+12:02:17.4   R   16.982     120889     347972     0.900   5.126e-02     2.563e-02   2.162e-03   6.004e-05   2.105e-02   2.068e-02   2.108e-02
NGVSJ12:27:11.24+12:02:17.4   I   16.712      99909     404191     2.500   1.198e-01     5.988e-02   3.341e-03   9.945e-05   3.153e-02   3.099e-02   3.190e-02
NGVSJ12:27:11.24+12:02:17.4   Z   17.320       2999     374206    14.655   5.338e-01     2.669e-01   3.090e-03   1.345e-04   8.013e-03   7.338e-03   7.388e-03
NGVSJ12:27:12.75+13:13:14.6   U   21.942       3231      47008     0.239   2.903e-02     1.451e-02   2.285e-02   5.358e-04   4.041e-02   3.004e-02   3.089e-02
NGVSJ12:27:12.75+13:13:14.6   G   20.774      20015      46170     1.102   2.070e-02     1.035e-02   1.700e-02   3.244e-04   4.844e-02   4.495e-02   4.689e-02
NGVSJ12:27:12.75+13:13:14.6   R   20.230      20015      46184     1.082   5.358e-02     2.679e-02   1.652e-02   5.086e-04   7.296e-02   6.967e-02   7.445e-02
NGVSJ12:27:12.75+13:13:14.6   I   20.183       4647      47126     1.593   1.710e-01     8.548e-02   1.643e-02   7.488e-04   5.240e-02   4.988e-02   5.229e-02
NGVSJ12:27:12.75+13:13:14.6   Z   20.543       1561      47059     3.006   1.662e-01     8.311e-02   2.652e-02   5.879e-04   2.709e-02   2.298e-02   2.348e-02
NGVSJ12:27:13.34+12:44:05.2   U   13.625    1732765    5069504     0.350   3.283e-02     1.641e-02   2.500e-04   6.611e-06   8.722e-03   8.668e-03   8.738e-03
NGVSJ12:27:13.34+12:44:05.2   G   12.277    2096733    5069495     0.760   1.211e-02     6.056e-03   7.723e-05   7.753e-07   1.165e-03   1.122e-03   1.123e-03
NGVSJ12:27:13.34+12:44:05.2   R   11.626    1732765    5068275     1.200   4.348e-02     2.174e-02   5.916e-05   1.389e-06   1.843e-03   1.827e-03   1.830e-03
NGVSJ12:27:13.34+12:44:05.2   I   11.264    1732765    5068341     3.900   7.660e-02     3.830e-02   9.669e-05   1.753e-06   2.316e-03   2.306e-03   2.311e-03
NGVSJ12:27:13.34+12:44:05.2   Z   11.046    1732765    5069343     4.300   1.576e-01     7.881e-02   1.351e-04   2.952e-06   3.889e-03   3.879e-03   3.892e-03
NGVSJ12:27:14.21+12:54:09.6   U   21.542       8629      82754     0.253   2.564e-02     1.282e-02   2.239e-02   5.351e-04   5.439e-02   4.860e-02   5.088e-02
NGVSJ12:27:14.21+12:54:09.6   G   20.626      12401      78104     0.906   3.239e-02     1.620e-02   1.117e-02   3.486e-04   4.143e-02   3.814e-02   3.953e-02
NGVSJ12:27:14.21+12:54:09.6   R   20.034      17887      77615     1.210   4.535e-02     2.268e-02   1.188e-02   3.398e-04   4.676e-02   4.452e-02   4.642e-02
NGVSJ12:27:14.21+12:54:09.6   I   19.902      12401      81366     3.550   1.786e-01     8.928e-02   2.058e-02   9.863e-04   1.103e-01   1.046e-01   1.158e-01
